PRECIPITACAO_TOTAL_HORARIO_mm,TEMPERATURA_DO_AR_BULBO_SECO_HORARIA,UMIDADE_RELATIVA_DO_AR_HORARIA_porcent,VENTO_DIRECAO_HORARIA
0.0,21.1,55.0,152.0
0.0,20.1,58.0,164.0
0.0,19.7,58.0,131.0
0.0,18.0,65.0,128.0
0.0,15.9,77.0,105.0
0.0,16.6,68.0,119.0
0.0,14.4,80.0,90.0
0.0,15.3,79.0,117.0
0.0,14.0,84.0,111.0
0.0,15.2,74.0,115.0
0.0,15.6,77.0,121.0
0.0,13.7,85.0,123.0
0.0,16.0,75.0,127.0
0.0,19.2,63.0,119.0
0.0,20.9,57.0,103.0
0.0,22.7,53.0,90.0
0.0,23.6,51.0,93.0
0.0,24.4,50.0,104.0
0.0,24.8,50.0,98.0
0.0,26.1,46.0,45.0
0.0,25.5,46.0,70.0
0.0,25.8,43.0,89.0
0.0,25.1,46.0,71.0
0.0,23.5,52.0,90.0
0.0,22.7,58.0,90.0
0.0,22.3,59.0,72.0
0.0,21.3,63.0,75.0
0.0,20.2,70.0,103.0
0.0,20.2,68.0,109.0
0.0,19.4,71.0,109.0
0.0,19.1,73.0,111.0
0.0,18.5,75.0,100.0
0.0,18.1,77.0,115.0
0.0,15.3,90.0,144.0
0.0,14.8,90.0,116.0
0.0,16.2,84.0,140.0
0.0,18.6,76.0,98.0
0.0,20.6,68.0,87.0
0.0,21.2,68.0,85.0
0.0,22.9,63.0,72.0
0.0,24.4,59.0,75.0
0.0,25.6,54.0,61.0
0.0,26.4,50.0,38.0
0.0,27.5,50.0,95.0
0.0,26.9,47.0,62.0
0.0,26.2,49.0,76.0
0.0,26.0,50.0,77.0
0.0,24.2,58.0,114.0
0.0,23.0,66.0,87.0
0.0,22.5,66.0,97.0
0.0,21.8,69.0,99.0
0.0,21.3,71.0,109.0
0.0,20.5,75.0,103.0
0.0,20.2,75.0,100.0
0.0,19.3,78.0,130.0
0.0,17.4,88.0,130.0
0.0,17.9,86.0,140.0
0.0,17.7,88.0,127.0
0.0,18.1,83.0,123.0
0.0,18.6,80.0,108.0
0.0,18.9,80.0,103.0
0.0,20.6,73.0,90.0
0.0,21.7,67.0,93.0
0.0,22.6,68.0,97.0
0.0,23.8,60.0,70.0
0.0,25.7,58.0,84.0
0.0,25.0,55.0,96.0
0.0,24.8,52.0,126.0
0.0,25.4,51.0,114.0
0.0,25.8,47.0,128.0
0.0,24.4,52.0,123.0
0.0,23.3,58.0,125.0
0.0,22.2,63.0,114.0
0.0,21.7,64.0,115.0
0.0,20.8,70.0,128.0
0.0,20.0,72.0,139.0
0.0,19.9,72.0,117.0
0.0,19.3,75.0,103.0
0.0,18.7,78.0,126.0
0.0,18.2,81.0,128.0
0.0,16.1,84.0,110.0
0.0,18.7,75.0,109.0
0.0,16.4,89.0,126.0
0.0,17.4,81.0,115.0
0.0,18.4,74.0,95.0
0.0,19.1,71.0,94.0
0.0,20.3,64.0,82.0
0.0,22.3,61.0,78.0
0.0,23.5,58.0,63.0
0.0,24.3,56.0,106.0
0.0,25.1,51.0,93.0
0.0,25.7,48.0,67.0
0.0,25.6,46.0,128.0
0.0,25.5,44.0,115.0
0.0,25.2,50.0,129.0
0.0,23.4,53.0,109.0
0.0,21.9,62.0,122.0
0.0,21.2,63.0,112.0
0.0,20.9,64.0,115.0
0.0,19.8,70.0,123.0
0.0,18.9,75.0,106.0
0.0,18.5,78.0,126.0
0.0,18.4,77.0,108.0
0.0,18.0,78.0,118.0
0.0,17.7,79.0,131.0
0.0,17.8,78.0,119.0
0.0,17.9,76.0,108.0
0.0,17.1,80.0,111.0
0.0,16.9,80.0,130.0
0.0,20.0,68.0,91.0
0.0,21.1,66.0,90.0
0.0,21.8,63.0,97.0
0.0,23.5,59.0,99.0
0.0,24.5,53.0,95.0
0.0,25.0,51.0,87.0
0.0,25.4,51.0,93.0
0.0,25.3,50.0,75.0
0.0,25.0,50.0,85.0
0.0,24.7,46.0,107.0
0.0,22.8,54.0,107.0
0.0,22.4,54.0,100.0
0.0,20.8,66.0,115.0
0.0,20.7,64.0,109.0
0.0,19.8,68.0,105.0
0.0,19.4,69.0,105.0
0.0,18.9,71.0,98.0
0.0,18.9,70.0,96.0
0.0,15.9,88.0,128.0
0.0,17.2,81.0,115.0
0.0,18.0,76.0,102.0
0.0,17.5,79.0,125.0
0.0,14.4,89.0,106.0
0.0,17.3,79.0,117.0
0.0,19.6,67.0,85.0
0.0,21.3,62.0,99.0
0.0,22.3,58.0,99.0
0.0,23.3,56.0,117.0
0.0,24.5,50.0,109.0
0.0,24.7,47.0,137.0
0.0,24.7,46.0,131.0
0.0,25.3,43.0,129.0
0.0,25.2,43.0,115.0
0.0,24.4,48.0,126.0
0.0,22.4,54.0,118.0
0.0,21.5,59.0,120.0
0.0,20.9,60.0,110.0
0.0,20.4,63.0,116.0
0.0,19.7,67.0,118.0
0.0,19.4,68.0,118.0
0.0,18.8,72.0,130.0
0.0,18.9,71.0,118.0
0.0,17.0,82.0,135.0
0.0,17.1,80.0,134.0
0.0,17.3,78.0,119.0
0.0,17.2,80.0,123.0
0.0,16.5,84.0,140.0
0.0,17.6,77.0,116.0
0.0,19.0,71.0,94.0
0.0,20.3,67.0,92.0
0.0,20.8,65.0,100.0
0.0,22.5,59.0,72.0
0.0,23.6,53.0,87.0
0.0,23.5,52.0,122.0
0.0,24.6,46.0,108.0
0.0,24.5,47.0,108.0
0.0,25.2,46.0,110.0
0.0,23.6,50.0,124.0
0.0,22.1,57.0,116.0
0.0,20.9,63.0,121.0
0.0,20.6,63.0,111.0
0.0,20.3,65.0,133.0
0.0,19.5,65.0,132.0
0.0,19.5,63.0,108.0
0.0,18.6,69.0,111.0
0.0,18.1,71.0,111.0
0.0,17.6,73.0,102.0
0.0,17.2,75.0,115.0
0.0,16.5,77.0,113.0
0.0,16.3,76.0,102.0
0.0,16.1,76.0,104.0
0.0,16.6,74.0,106.0
0.0,18.0,70.0,100.0
0.0,19.0,66.0,93.0
0.0,20.3,62.0,96.0
0.0,21.3,59.0,91.0
0.0,22.7,52.0,95.0
0.0,23.9,48.0,134.0
0.0,24.1,43.0,82.0
0.0,23.5,44.0,118.0
0.0,24.5,42.0,113.0
0.0,23.2,50.0,120.0
0.0,21.5,57.0,126.0
0.0,20.5,63.0,117.0
0.0,19.9,66.0,122.0
0.0,18.9,73.0,124.0
0.0,19.4,70.0,112.0
0.0,18.7,72.0,112.0
0.0,18.3,74.0,115.0
0.1907210604502342,21.13339046966061,65.68095074848588,147.35035995886184
0.0,16.9,81.0,114.0
0.0,16.5,82.0,110.0
0.0,16.1,83.0,107.0
0.0,15.9,84.0,101.0
0.0,15.6,85.0,102.0
0.0,15.9,85.0,100.0
0.0,17.1,81.0,91.0
0.0,18.8,75.0,85.0
0.0,20.1,70.0,73.0
0.0,21.5,67.0,74.0
0.0,22.2,61.0,74.0
0.0,23.2,56.0,83.0
0.0,23.9,51.0,61.0
0.0,23.3,50.0,88.0
0.0,24.5,47.0,66.0
0.0,22.7,53.0,91.0
0.0,21.8,58.0,82.0
0.0,20.9,63.0,68.0
0.0,20.3,66.0,88.0
0.0,19.9,67.0,90.0
0.0,18.8,70.0,98.0
0.0,18.6,72.0,85.0
0.0,18.2,74.0,90.0
0.0,17.8,75.0,79.0
0.0,15.6,80.0,101.0
0.0,16.6,80.0,100.0
0.0,16.6,78.0,90.0
0.0,15.9,82.0,80.0
0.0,12.9,90.0,126.0
0.0,13.7,94.0,106.0
0.0,18.5,70.0,78.0
0.0,20.0,68.0,85.0
0.0,21.6,59.0,18.0
0.0,23.1,52.0,43.0
0.0,23.9,50.0,145.0
0.0,24.9,48.0,87.0
0.0,24.6,43.0,128.0
0.0,25.3,39.0,23.0
0.0,24.4,41.0,156.0
0.0,23.7,44.0,127.0
0.0,22.7,48.0,143.0
0.0,20.8,58.0,133.0
0.0,19.7,60.0,162.0
0.0,18.5,68.0,141.0
0.0,19.4,62.0,132.0
0.0,17.6,72.0,84.0
0.0,18.4,70.0,117.0
0.0,18.0,70.0,106.0
0.0,15.6,81.0,101.0
0.0,14.2,88.0,85.0
0.0,13.6,90.0,88.0
0.0,13.8,91.0,226.0
0.0,13.5,91.0,308.0
0.0,15.3,87.0,27.0
0.0,19.0,69.0,298.0
0.0,21.9,58.0,26.0
0.0,23.2,50.0,47.0
0.0,24.3,42.0,41.0
0.0,25.0,39.0,132.0
0.0,25.7,35.0,157.0
0.0,25.4,38.0,88.0
0.0,25.3,39.0,157.0
0.0,25.7,37.0,163.0
0.0,24.0,42.0,176.0
0.0,21.4,53.0,156.0
0.0,19.8,61.0,167.0
0.0,20.9,56.0,166.0
0.0,19.2,62.0,148.0
0.0,19.2,58.0,166.0
0.0,17.3,65.0,145.0
0.0,16.7,70.0,140.0
0.0,15.7,76.0,94.0
0.0,14.7,81.0,126.0
0.0,14.8,78.0,69.0
0.0,16.0,82.0,138.0
0.0,14.8,84.0,158.0
0.0,14.0,82.0,156.0
0.0,14.3,87.0,24.0
0.0,19.8,60.0,135.0
0.0,21.9,50.0,119.0
0.0,22.9,48.0,134.0
0.0,24.1,42.0,129.0
0.0,25.1,38.0,143.0
0.0,25.6,34.0,144.0
0.0,26.1,34.0,79.0
0.0,26.5,31.0,73.0
0.0,26.4,29.0,139.0
0.0,25.7,32.0,116.0
0.0,22.6,44.0,143.0
0.0,19.0,59.0,116.0
0.0,18.1,65.0,126.0
0.0,17.3,68.0,120.0
0.0,20.4,50.0,101.0
0.0,20.2,53.0,75.0
0.0,19.7,55.0,113.0
0.0,17.3,65.0,115.0
0.0,14.7,80.0,92.0
0.0,14.4,82.0,119.0
0.0,14.1,84.0,151.0
0.0,14.0,81.0,8.0
0.0,15.0,76.0,134.0
0.0,14.2,81.0,347.0
0.0,20.2,59.0,123.0
0.0,21.4,54.0,114.0
0.0,22.3,50.0,86.0
0.0,24.4,47.0,86.0
0.0,25.2,43.0,113.0
0.0,25.3,42.0,95.0
0.0,26.4,40.0,101.0
0.0,25.4,42.0,89.0
0.0,25.0,45.0,69.0
0.0,24.9,45.0,102.0
0.0,23.2,49.0,97.0
0.0,22.3,53.0,94.0
0.0,21.5,57.0,108.0
0.0,20.6,63.0,118.0
0.0,20.1,67.0,107.0
0.0,19.8,68.0,100.0
0.0,19.3,70.0,106.0
0.0,19.0,70.0,106.0
0.0,18.5,73.0,109.0
0.0,17.1,81.0,129.0
0.0,18.0,74.0,112.0
0.0,17.5,75.0,102.0
0.0,16.7,77.0,103.0
0.0,16.7,79.0,102.0
0.0,18.2,74.0,98.0
0.0,19.3,70.0,104.0
0.0,21.2,66.0,81.0
0.0,22.3,62.0,66.0
0.0,23.2,61.0,88.0
0.0,24.7,55.0,71.0
0.0,25.0,48.0,70.0
0.0,25.6,46.0,72.0
0.0,25.3,46.0,118.0
0.0,24.3,49.0,125.0
0.0,23.0,51.0,79.0
0.0,21.9,58.0,117.0
0.0,20.9,62.0,116.0
0.0,20.5,62.0,112.0
0.0,20.0,64.0,100.0
0.0,19.3,69.0,104.0
0.0,19.0,69.0,107.0
0.0,15.5,84.0,193.0
0.0,15.7,85.0,134.0
0.0,14.6,89.0,153.0
0.0,14.8,88.0,148.0
0.0,14.4,89.0,132.0
0.0,14.0,92.0,291.0
0.0,14.5,92.0,142.0
0.0,19.8,73.0,88.0
0.0,21.1,67.0,84.0
0.0,22.0,63.0,82.0
0.0,23.2,58.0,66.0
0.0,23.4,53.0,122.0
0.0,26.1,43.0,29.0
0.0,26.2,38.0,187.0
0.0,25.5,41.0,127.0
0.0,24.7,42.0,135.0
0.0,24.2,44.0,157.0
0.0,21.9,54.0,123.0
0.0,19.1,68.0,130.0
0.0,18.3,71.0,152.0
0.0,17.9,75.0,156.0
0.0,17.8,76.0,43.0
0.0,19.5,66.0,79.0
0.0,18.5,71.0,92.0
0.0,17.9,73.0,99.0
0.0,15.7,87.0,92.0
0.0,14.8,88.0,168.0
0.0,14.9,87.0,161.0
0.0,14.5,89.0,243.0
0.0,14.7,87.0,152.0
0.0,15.1,86.0,58.0
0.0,21.7,63.0,45.0
0.0,22.7,57.0,72.0
0.0,23.8,55.0,60.0
0.0,24.6,51.0,86.0
0.0,24.1,55.0,50.0
0.0,24.4,55.0,73.0
0.0,23.8,54.0,48.0
0.0,23.6,57.0,50.0
0.0,24.5,50.0,76.0
0.0,23.6,54.0,50.0
0.0,20.1,75.0,27.0
0.0,19.4,77.0,245.0
0.0,19.0,78.0,153.0
0.0,19.8,73.0,128.0
0.0,19.2,80.0,105.0
0.0,20.4,73.0,104.0
0.0,20.4,68.0,104.0
0.0,20.1,68.0,73.0
0.0,17.0,83.0,72.0
0.0,17.0,81.0,70.0
0.0,17.2,78.0,121.0
0.0,16.3,87.0,128.0
0.0,18.2,75.0,84.0
0.0,18.6,75.0,102.0
0.0,21.0,64.0,97.0
0.0,21.6,63.0,90.0
0.0,23.1,59.0,73.0
0.0,25.0,53.0,69.0
0.0,24.4,51.0,67.0
0.0,24.7,53.0,91.0
0.0,25.4,49.0,93.0
0.0,25.3,49.0,74.0
0.0,25.6,46.0,67.0
0.0,25.3,49.0,75.0
0.0,22.2,62.0,16.0
0.0,20.5,68.0,60.0
0.0,19.2,75.0,92.0
0.0,20.3,73.0,95.0
0.0,17.8,83.0,7.0
0.0,17.5,80.0,78.0
0.0,19.7,72.0,79.0
0.0,17.7,81.0,71.0
0.0,16.4,85.0,34.0
0.0,15.7,90.0,341.0
0.0,15.4,89.0,12.0
0.0,15.7,91.0,34.0
0.0,15.2,91.0,273.0
0.0,15.7,92.0,316.0
0.0,21.9,67.0,17.0
0.0,24.1,61.0,7.0
0.0,24.9,56.0,349.0
0.0,25.5,51.0,326.0
0.0,26.7,48.0,351.0
0.0,24.9,54.0,313.0
0.0,25.8,52.0,344.0
0.0,25.7,52.0,326.0
0.0,24.2,58.0,323.0
0.0,23.1,64.0,275.0
0.0,18.7,87.0,246.0
2.4,17.7,90.0,204.0
4.2,16.7,93.0,228.0
1.6,16.6,91.0,257.0
1.0,16.4,91.0,339.0
0.0,16.2,90.0,323.0
0.2,16.4,89.0,248.0
0.0,16.5,87.0,300.0
0.0,16.3,87.0,244.0
0.0,16.3,88.0,197.0
0.0,15.7,91.0,346.0
0.0,15.3,93.0,150.0
0.0,14.4,93.0,18.0
0.0,14.5,94.0,236.0
0.0,16.0,91.0,190.0
0.0,16.8,86.0,218.0
0.0,15.6,88.0,186.0
0.0,17.4,81.0,178.0
0.0,19.0,73.0,187.0
0.0,20.1,72.0,203.0
0.2,20.7,63.0,234.0
0.0,22.5,61.0,221.0
0.0,20.9,65.0,196.0
0.0,19.8,70.0,181.0
0.0,16.6,81.0,182.0
0.0,15.3,85.0,173.0
0.0,14.4,88.0,169.0
0.0,14.1,89.0,176.0
0.0,13.9,87.0,162.0
0.0,13.9,79.0,168.0
0.0,13.5,80.0,151.0
0.0,13.0,79.0,142.0
0.0,13.0,79.0,154.0
0.0,12.4,82.0,169.0
0.0,11.8,85.0,142.0
0.0,10.9,86.0,157.0
0.0,11.0,79.0,127.0
0.0,10.4,83.0,144.0
0.0,13.7,64.0,133.0
0.0,16.3,51.0,129.0
0.0,19.0,43.0,82.0
0.0,20.7,38.0,154.0
0.0,22.5,46.0,56.0
0.0,24.1,44.0,60.0
0.0,24.2,47.0,143.0
0.0,25.1,43.0,123.0
0.0,25.6,44.0,41.0
0.0,23.6,51.0,76.0
0.0,22.6,54.0,125.0
0.0,20.7,63.0,111.0
0.0,19.4,67.0,134.0
0.0,18.8,68.0,104.0
0.0,18.2,67.0,113.0
0.0,17.8,65.0,117.0
0.0,16.4,70.0,97.0
0.0,13.6,86.0,141.0
0.0,13.0,87.0,46.0
0.0,13.0,89.0,12.0
0.0,12.6,90.0,154.0
0.0,12.6,92.0,157.0
0.0,13.6,91.0,129.0
0.0,11.9,92.0,170.0
0.0,17.1,64.0,145.0
0.0,19.3,54.0,127.0
0.0,21.5,56.0,83.0
0.0,22.1,52.0,118.0
0.0,23.2,49.0,91.0
0.0,24.3,45.0,122.0
0.0,25.2,39.0,145.0
0.0,25.0,42.0,124.0
0.0,24.6,41.0,146.0
0.0,23.5,47.0,135.0
0.0,22.0,52.0,132.0
0.0,20.1,60.0,137.0
0.0,19.7,61.0,125.0
0.0,19.5,59.0,110.0
0.0,19.0,60.0,114.0
0.0,15.7,72.0,114.0
0.0,16.3,73.0,132.0
0.0,14.4,82.0,74.0
0.0,14.4,81.0,141.0
0.0,13.2,85.0,153.0
0.0,14.5,78.0,165.0
0.0,14.7,75.0,132.0
0.0,14.4,79.0,144.0
0.0,16.5,66.0,136.0
0.0,17.2,66.0,141.0
0.0,19.2,55.0,117.0
0.0,21.3,48.0,114.0
0.0,22.6,48.0,102.0
0.0,24.1,43.0,80.0
0.0,24.6,46.0,122.0
0.0,24.9,46.0,114.0
0.0,25.9,40.0,105.0
0.0,25.3,43.0,139.0
0.0,24.2,50.0,120.0
0.0,23.0,55.0,87.0
0.0,22.3,61.0,85.0
0.0,21.7,66.0,75.0
0.0,19.5,74.0,107.0
0.0,20.3,72.0,112.0
0.0,18.6,78.0,136.0
0.0,17.4,83.0,129.0
0.0,18.0,83.0,126.0
0.0,18.1,83.0,124.0
0.0,16.7,85.0,125.0
0.0,16.4,86.0,144.0
0.0,15.7,92.0,137.0
0.0,16.8,86.0,130.0
0.0,17.0,85.0,117.0
0.0,19.0,76.0,115.0
0.0,20.2,71.0,94.0
0.0,21.5,67.0,101.0
0.0,22.9,62.0,106.0
0.0,23.7,58.0,88.0
0.0,24.2,58.0,90.0
0.0,23.9,58.0,133.0
0.0,24.2,54.0,121.0
0.0,24.6,53.0,129.0
0.0,23.4,56.0,129.0
0.0,22.2,62.0,99.0
0.0,21.5,67.0,101.0
0.0,20.4,73.0,112.0
0.0,20.3,74.0,107.0
0.0,19.8,77.0,111.0
0.0,19.2,79.0,110.0
0.0,18.2,85.0,95.0
0.0,17.4,89.0,104.0
0.0,17.4,89.0,102.0
0.0,17.3,89.0,94.0
0.0,17.2,88.0,82.0
0.0,16.8,89.0,78.0
0.0,16.5,89.0,85.0
0.0,16.3,89.0,100.0
0.0,16.4,89.0,89.0
0.0,17.2,85.0,77.0
0.0,18.2,82.0,108.0
0.0,20.3,73.0,98.0
0.0,21.7,64.0,108.0
0.0,22.5,62.0,93.0
0.0,23.4,55.0,90.0
0.0,24.2,53.0,100.0
0.0,23.2,56.0,127.0
0.0,22.5,58.0,125.0
0.0,20.7,66.0,125.0
0.0,19.7,72.0,118.0
0.0,19.2,74.0,119.0
0.0,18.5,78.0,119.0
0.0,18.0,80.0,116.0
0.0,17.4,82.0,132.0
0.0,16.7,85.0,144.0
0.0,16.0,88.0,135.0
0.0,16.6,85.0,113.0
0.0,16.1,86.0,126.0
0.0,15.7,87.0,118.0
0.0,15.5,86.0,113.0
0.0,15.0,87.0,109.0
0.0,14.9,87.0,98.0
0.0,16.3,80.0,94.0
0.0,17.7,73.0,93.0
0.0,18.8,70.0,88.0
0.0,20.7,60.0,83.0
0.0,21.9,51.0,83.0
0.0,22.6,49.0,88.0
0.0,23.3,47.0,99.0
0.0,23.3,46.0,75.0
0.0,23.9,47.0,87.0
0.0,22.6,50.0,122.0
0.0,20.8,57.0,116.0
0.0,19.8,63.0,117.0
0.0,19.3,66.0,114.0
0.0,18.7,68.0,109.0
0.0,18.0,73.0,117.0
0.0,18.0,74.0,112.0
0.0,17.4,76.0,110.0
0.0,16.8,78.0,122.0
0.0,17.0,76.0,119.0
0.0,16.8,76.0,114.0
0.0,16.1,79.0,107.0
0.0,15.6,80.0,109.0
0.0,14.9,83.0,104.0
0.0,14.5,85.0,112.0
0.0,15.7,82.0,105.0
0.0,15.8,84.0,104.0
0.0,17.0,81.0,107.0
0.0,18.3,73.0,113.0
0.0,20.5,67.0,117.0
0.0,20.2,61.0,119.0
0.0,21.2,56.0,108.0
0.0,22.9,49.0,126.0
0.0,22.2,52.0,124.0
0.0,20.9,53.0,123.0
0.0,19.7,62.0,124.0
0.0,18.9,67.0,116.0
0.0,17.9,71.0,137.0
0.0,17.2,74.0,133.0
0.0,17.4,72.0,116.0
0.0,17.0,73.0,119.0
0.0,16.7,74.0,126.0
0.0,16.6,75.0,126.0
0.0,16.1,77.0,109.0
0.0,15.3,81.0,102.0
0.0,14.6,85.0,108.0
0.0,14.2,87.0,111.0
0.0,14.0,88.0,103.0
0.0,14.0,88.0,103.0
0.0,15.3,84.0,98.0
0.0,16.7,78.0,92.0
0.0,18.0,74.0,91.0
0.0,19.3,68.0,104.0
0.0,18.6,66.0,93.0
0.0,19.0,66.0,99.0
0.0,21.4,59.0,98.0
0.0,21.9,55.0,94.0
0.0,22.0,53.0,87.0
0.0,21.0,60.0,108.0
0.0,19.3,66.0,102.0
0.0,18.5,71.0,110.0
0.0,17.8,74.0,117.0
0.0,17.1,76.0,115.0
0.0,16.8,77.0,117.0
0.0,16.2,80.0,135.0
0.0,14.3,88.0,129.0
0.0,15.4,84.0,127.0
0.0,15.4,83.0,114.0
0.0,14.9,85.0,110.0
0.0,14.4,87.0,114.0
0.0,14.2,88.0,105.0
0.0,14.2,88.0,107.0
0.0,14.3,88.0,102.0
0.0,14.7,86.0,103.0
0.0,15.5,84.0,89.0
0.0,17.3,77.0,83.0
0.0,19.3,68.0,90.0
0.0,21.0,63.0,93.0
0.0,21.7,57.0,110.0
0.0,22.8,52.0,84.0
0.0,22.8,50.0,102.0
0.0,22.5,48.0,102.0
0.0,21.7,51.0,84.0
0.0,20.4,57.0,93.0
0.0,19.6,61.0,94.0
0.0,18.8,65.0,102.0
0.0,17.9,68.0,110.0
0.0,17.3,71.0,111.0
0.0,16.5,75.0,115.0
0.0,15.9,77.0,122.0
0.0,15.5,80.0,119.0
0.0,15.7,77.0,99.0
0.0,14.9,81.0,100.0
0.0,14.9,81.0,84.0
0.0,14.7,80.0,107.0
0.0,14.0,85.0,103.0
0.0,14.0,85.0,101.0
0.0,15.3,80.0,98.0
0.0,16.7,76.0,99.0
0.0,17.7,71.0,86.0
0.0,19.8,65.0,84.0
0.0,20.6,62.0,88.0
0.0,21.6,56.0,73.0
0.0,22.5,51.0,77.0
0.0,23.1,46.0,110.0
0.0,23.1,47.0,128.0
0.0,21.3,50.0,121.0
0.0,20.1,56.0,119.0
0.0,19.3,58.0,109.0
0.0,18.6,62.0,107.0
0.0,17.6,67.0,105.0
0.0,16.8,71.0,114.0
0.0,16.3,74.0,111.0
0.0,15.7,75.0,115.0
0.0,15.4,76.0,109.0
0.0,14.6,79.0,132.0
0.0,14.2,81.0,125.0
0.0,11.7,89.0,141.0
0.0,12.1,89.0,147.0
0.0,13.5,80.0,122.0
0.0,13.3,83.0,128.0
0.0,16.1,70.0,97.0
0.0,17.4,65.0,111.0
0.0,19.1,58.0,93.0
0.0,20.0,52.0,107.0
0.0,21.6,49.0,72.0
0.0,22.2,44.0,69.0
0.0,24.0,40.0,83.0
0.0,23.6,38.0,238.0
0.0,23.3,38.0,158.0
0.0,22.6,40.0,119.0
0.0,20.3,48.0,61.0
0.0,19.2,53.0,71.0
0.0,18.6,55.0,70.0
0.0,16.0,66.0,79.0
0.0,14.4,75.0,175.0
0.0,13.8,79.0,98.0
0.0,16.1,68.0,85.0
0.0,14.4,75.0,117.0
0.0,15.7,70.0,82.0
0.0,14.2,80.0,144.0
0.0,12.2,86.0,111.0
0.0,11.2,89.0,274.0
0.0,11.3,87.0,114.0
0.0,11.6,90.0,139.0
0.0,16.8,71.0,267.0
0.0,19.5,56.0,61.0
0.0,21.0,51.0,78.0
0.0,22.3,49.0,80.0
0.0,22.6,49.0,90.0
0.0,22.6,46.0,71.0
0.0,23.4,40.0,10.0
0.0,24.2,38.0,66.0
0.0,24.1,38.0,52.0
0.0,23.4,40.0,116.0
0.0,22.3,42.0,92.0
0.0,19.0,63.0,101.0
0.0,17.1,68.0,111.0
0.0,16.7,67.0,65.0
0.0,18.3,56.0,71.0
0.0,14.9,72.0,121.0
0.0,14.5,79.0,141.0
0.0,15.6,71.0,123.0
0.0,14.5,75.0,112.0
0.0,13.5,83.0,141.0
0.0,12.5,83.0,117.0
0.0,11.8,88.0,239.0
0.0,11.7,86.0,344.0
0.0,12.1,84.0,161.0
0.0,17.1,67.0,148.0
0.0,20.2,52.0,95.0
0.0,21.5,47.0,103.0
0.0,22.5,46.0,84.0
0.0,23.5,44.0,73.0
0.0,24.1,40.0,108.0
0.0,24.8,32.0,51.0
0.0,25.0,33.0,38.0
0.0,24.8,31.0,130.0
0.0,24.0,36.0,137.0
0.0,21.0,46.0,157.0
0.0,18.7,54.0,142.0
0.0,17.9,57.0,126.0
0.0,18.4,56.0,133.0
0.0,18.4,58.0,122.0
0.0,16.3,68.0,140.0
0.0,15.9,69.0,147.0
0.0,14.7,72.0,127.0
0.0,13.9,76.0,137.0
0.0,13.3,78.0,157.0
0.0,14.3,71.0,151.0
0.0,12.7,78.0,140.0
0.0,14.4,73.0,137.0
0.0,14.1,76.0,140.0
0.0,17.5,62.0,134.0
0.0,20.1,54.0,121.0
0.0,21.3,48.0,126.0
0.0,22.6,45.0,134.0
0.0,23.3,43.0,126.0
0.0,24.6,42.0,136.0
0.0,24.5,40.0,133.0
0.0,24.8,41.0,139.0
0.0,25.1,38.0,119.0
0.0,24.2,40.0,112.0
0.0,20.9,52.0,146.0
0.0,19.3,59.0,140.0
0.0,19.6,57.0,135.0
0.0,19.0,59.0,133.0
0.0,17.0,67.0,137.0
0.0,15.9,71.0,124.0
0.0,14.7,76.0,150.0
0.0,14.3,78.0,214.0
0.0,14.6,73.0,137.0
0.0,13.5,79.0,167.0
0.0,15.1,70.0,128.0
0.0,13.1,79.0,118.0
0.0,12.8,84.0,141.0
0.0,16.1,70.0,118.0
0.0,18.6,62.0,115.0
0.0,20.6,57.0,107.0
0.0,21.7,58.0,84.0
0.0,22.8,54.0,93.0
0.0,24.1,53.0,88.0
0.0,24.7,53.0,75.0
0.0,25.5,47.0,70.0
0.0,25.9,42.0,68.0
0.0,25.4,45.0,129.0
0.0,24.5,48.0,131.0
0.0,22.8,54.0,113.0
0.0,21.4,61.0,124.0
0.0,20.7,64.0,127.0
0.0,19.7,67.0,133.0
0.0,19.1,71.0,124.0
0.0,18.7,71.0,132.0
0.0,18.5,69.0,114.0
0.0,18.2,69.0,112.0
0.0,17.5,72.0,110.0
0.0,16.5,77.0,118.0
0.0,16.6,76.0,109.0
0.0,15.7,79.0,135.0
0.0,15.4,81.0,103.0
0.0,15.9,78.0,88.0
0.0,17.5,71.0,96.0
0.0,18.7,65.0,81.0
0.0,20.6,59.0,58.0
0.0,22.3,53.0,95.0
0.0,23.3,54.0,90.0
0.0,24.4,47.0,78.0
0.0,24.4,45.0,92.0
0.0,25.2,44.0,69.0
0.0,24.9,45.0,83.0
0.0,24.0,48.0,90.0
0.0,22.4,54.0,88.0
0.0,21.8,57.0,86.0
0.0,20.1,66.0,120.0
0.0,18.9,72.0,59.0
0.0,16.6,81.0,79.0
0.0,16.1,83.0,163.0
0.0,15.7,84.0,315.0
0.0,15.5,87.0,106.0
0.0,14.5,91.0,2.0
0.0,14.4,90.0,48.0
0.0,15.1,87.0,47.0
0.0,15.0,82.0,67.0
0.0,14.2,90.0,31.0
0.0,15.3,88.0,288.0
0.0,18.4,77.0,12.0
0.0,20.0,67.0,2.0
0.0,22.2,58.0,354.0
0.0,24.0,52.0,355.0
0.0,23.4,55.0,9.0
0.0,24.9,52.0,348.0
0.0,25.9,48.0,9.0
0.0,24.9,48.0,330.0
0.0,25.7,49.0,343.0
0.0,24.4,51.0,329.0
0.0,22.2,61.0,336.0
0.0,20.2,70.0,339.0
0.0,18.3,78.0,324.0
0.0,17.6,81.0,20.0
